id,fleet_average_age,airline_id,callsign,hub_code,iata_code,icao_code,country_iso2,date_founded,iata_prefix_accounting,airline_name,country_name,fleet_size,status,type
18,11.7,18,AIRFRANS,CDG,AF,AFR,FR,1933,57,Air France,France,226,active,scheduled
